link,job,company,salary,area,experience,education,companytype,direction,describe
https://jobs.51job.com/beijing-hdq/99562624.html?s=01&t=0,算法工程师（数据挖掘）,北京清能互联科技有限公司,20-30万/年,北京-海淀区,无工作经验,硕士,民营公司,计算机软件,"['\r\n        ', '\xa0\xa0', '电力能源领域大数据分析相关模型技术研究；', '数据清洗、特征分析，规律抽取及整理，对数据未来变化的数值及趋势进行预测；', '机器学习/深度学习相关人工智能算法在产品/业务中的应用研究；', '负责业务需求相关算法模块设计与工程实现；', '负责项目技术方案相关文档撰写工作。', '\xa0\xa0\xa0\xa0\xa0\xa0', '任职资格：', '\xa0\xa0', '电气工程、数学、计算机、物理、热能、自动化等相关专业；', '熟悉各类数据挖掘算法，如聚类、回归等', '熟悉机器学习/深度学习框架者优先，例如sklearn、tensorflow等', '至少熟悉一门编程语言，如C++/Java/Python等', '有电力/能源规划决策领域相关项目经验优先；', '善于学习总结，有较强的求知欲，对探索未知领域和解决问题充满热情；', '工作严谨踏实，责任心强，条理清楚；有良好的团队合作精神和沟通能力。', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', '\r\n                ', '\r\n                                        ', '职能类别：', '大数据开发/分析', '算法工程师', '\r\n                                        ', '关键字：', '自动化测试', '测试代码', '\r\n                    ', '\r\n        ', '微信分享', '\r\n        ', '\r\n        ', '\r\n    ']"
https://jobs.51job.com/shanghai-ptq/47408513.html?s=01&t=0,数据挖掘工程师,上海玖数软件有限公司,0.8-2万/月,上海-普陀区,2年经验,本科,民营公司,计算机软件,"['\r\n        ', '职位描述 ', '1. 根据项目经理或高级数据挖掘工程师要求独立完成项目的数据搜集和数据处理；', '2. 能够快速根据项目需要学习并理解行业知识，并能在项目经理或高级数据挖掘工程指导下完成部分数据分析工作；', '3. 能够使用SAS,SPSS,或R,Python等开源平台根据用户需求定制开发相应的算法；', '4. 理解数据挖掘模型及预测分析结果，撰写相关分析报告；', '5. 了解数据仓库及商务智能背景，熟练掌握一类数据展现分析工具，如：Tableau，Cognos等；', '任职要求 ', '1. 信息化管理、数学或统计学专业背景本科以上学历；', '2. 具有一定的统计学、数据挖掘知识基础，有数据仓库/商业智能项目经验尤佳；', '3. 精通数据挖掘方法论，熟悉数据挖掘项目过程； ', '4. 熟悉并掌握SAS、SPSS统计分析或数据挖掘工具至少一种； 或具备Python，R等使用开源平台开发算法的经验；', '5. 有很强的事业心、责任感，良好敬业精神、团队精神与人际沟通能力。', '\r\n                ', '\r\n                                        ', '职能类别：', '软件工程师', '数据库工程师/管理员', '\r\n                                        ', '关键字：', '数据挖掘', '软件工程师', '\r\n                    ', '\r\n        ', '微信分享', '\r\n        ', '\r\n        ', '\r\n    ']"
https://jobs.51job.com/guangzhou-thq/114312490.html?s=01&t=0,数据挖掘工程师,众享(广州)科技有限公司,1.5-2万/月,广州-天河区,2年经验,本科,创业公司,计算机软件,"['\r\n        ', '岗位职责：', '1、负责通用型推荐系统（亿级用户）的开发与算法设计，提升推荐准确度、覆盖率；', '2、搭建并开发推荐系统实时与离线架构，分布式计算；', '3、参与特征工程与其他AI算法模型（CTR预测、深度学习等）的工程化与服务化。', '任职要求：', '1、全日制本科以上学历，计算机或统计学专业，2年以上数据挖掘工作经验，有推荐系统经验者优先；', '2、熟悉Python/Java语言编程，能够在Linux/Unix下进行环境部署与shell编写；', '3、熟悉hadoop、spark、mapreduce、kafka等数据密集应用解决方案；', '4、熟悉常用数据挖掘算法（分类、聚类、关联），有AI算法优化、GPU编程经验者优先。', '\r\n                ', '\r\n                                        ', '职能类别：', '数据库工程师/管理员', '算法工程师', '\r\n                                        ', '关键字：', '数据挖掘', '推荐系统', 'shell编写', '\r\n                    ', '\r\n        ', '微信分享', '\r\n        ', '\r\n        ', '\r\n    ']"
https://jobs.51job.com/chengdu-gxq/118672504.html?s=01&t=0,数据挖掘工程师,成都高新区人力资源协会,0.8-2.2万/月,成都-高新区,无工作经验,本科,非营利组织,专业服务(咨询、人力资源、财会),"['\r\n        ', '请注意！请注意！请注意！请注意！请注意！请注意！请注意！请注意！请注意！请注意阅读职位描述！', '\xa0\xa0', '尊敬的求职者你好，欢迎投递由成都高新区举办的', '“', '智汇高新', '”', '生物医药公益专场招聘会发布职位，所有职位信息真实有效。', '此场招聘会是由政府举办，人力协会承办的', '“', '智汇高新', '”', '菁英人才系列招聘会，招聘会面向', '20', '余家高新知名企业，上市企业、外资企业、国有企业、民营企业、独角兽企业。提供岗位', '130', '余个，平均薪酬', '10000+', '，同时各企业还享受高新区人才政策，提供现金奖励及住房补贴。', '\xa0', '地点：天府三街国际人才城', '5', '楼', '\xa0 \xa0\xa0', '时间：', '11', '月', '29', '日（周五）', '14:00-16:30', '\xa0 \xa0', '活动和公司详情：', 'https://w.url.cn/s/AYf7Apt', '\xa0\xa0', '更多高新区职位请关注公众号', '“', '中国成都人力资源服务产业园官微', '”', '\xa0 \xa0 \xa0\xa0', '此职位招聘单位：', '成都云检韵祥医学科技有限公司', '岗位职责：', '・\xa0\xa0\xa0\xa0\xa0\xa0协同医疗知识工程师进行医疗数据提取，转换，加载（ETL）处理，为机器学习做数据清理、缺失处理、整合等数据预处理工作', '・\xa0\xa0\xa0\xa0\xa0\xa0医疗超大数据下的健康预测分析、医疗费用预测、早期预警等模型的机器学习', '・\xa0\xa0\xa0\xa0\xa0\xa0机器学习模型在生产环境中的部署、调试与维护', '・\xa0\xa0\xa0\xa0\xa0\xa0\xa0优化改进现平台中已有模型的精确度和模型计算效率', '・\xa0\xa0\xa0\xa0\xa0\xa0\xa0通过科研文献，能鉴定、评估医疗模型中的相关临床相关指征', '・\xa0\xa0\xa0\xa0\xa0\xa0支持平台工程师进行产品研发，协助产品的设计和实现', '基本要求:', '・\xa0\xa0\xa0\xa0\xa0\xa0重点院校数学，统计学，计算机，工程学或相关领域本科及以上学历', '・\xa0\xa0\xa0\xa0\xa0\xa0一年以上机器学习或数据挖掘工作经验', '・\xa0\xa0\xa0\xa0\xa0\xa0很强的英语听、读、写能力 （英文6级）', '技能需求：', '・\xa0\xa0\xa0\xa0\xa0\xa0熟悉R语言，有算法研究背景经验', '・\xa0\xa0\xa0\xa0\xa0\xa0熟悉数据结构，数据挖掘和机器学习算法等常用算法，并对机器学习算法和理论有较深入的研究（如对熟悉决策树、聚类、逻辑回归，神经网络，序列标注，关联分析、SVM，贝叶斯等数据挖掘算法有较深理解和实践经验）', '・\xa0\xa0\xa0\xa0\xa0\xa0科研文献阅读能力，较强的学习能力', '・\xa0\xa0\xa0\xa0\xa0\xa0熟练使用SQL Server、MySQL等数据库', '・\xa0\xa0\xa0\xa0\xa0\xa0良好的团队合作精神，具备良好的学习能力', '有如下工作经验者优先考虑：', '・\xa0\xa0\xa0\xa0\xa0\xa0Deep Learning实战经验，了解常用框架，如Tensor Flow', '・\xa0\xa0\xa0\xa0\xa0\xa0自然语言处理经验', '・\xa0\xa0\xa0\xa0\xa0\xa0Hadoop Spark SQL Mlib等开发经验', '・\xa0\xa0\xa0\xa0\xa0\xa0生物信息数据相关工作经验', '・\xa0\xa0\xa0\xa0\xa0\xa0其他统计相关编程经验，如Python、C 、Java', '我们将为你提供：', '・\xa0\xa0\xa0\xa0\xa0\xa0美国硅谷总部培训深造机会', '・\xa0\xa0\xa0\xa0\xa0\xa0可发展和提升的职业发展空间', '・\xa0\xa0\xa0\xa0\xa0\xa0良好的经济保障', '\r\n                ', '\r\n                                        ', '职能类别：', '数据库工程师/管理员', '\r\n                                ', '\r\n        ', '微信分享', '\r\n        ', '\r\n        ', '\r\n    ']"
https://jobs.51job.com/guangzhou-pyq/115954398.html?s=01&t=0,算法工程师/用户数据挖掘工程师,广州华购计算机科技有限公司,1.5-3万/月,广州-番禺区,2年经验,本科,民营公司,互联网/电子商务,"['\r\n        ', '职位描述：', '1、负责用户数据体系的构建；', '2、运用数据挖掘机器学习技术，构建用户画像；', '3、为客户推荐个性化内容，提成客户满意度。', '岗位要求：', '1.计算机、技术等相关专业，本科以上学历； ', '2.精通Python语言，熟悉 Java，Linux/Shell等应用场景；', '3.熟练使用Hadoop、Hive、Spark等大数据平台工具；', '4. 熟悉深度学习框架，如Keras、Caffe、Tensorflow等，有过深度学习调参经验者优先；', '5.精通机器学习常用算法：如决策树、随机森林、协同过滤、SVM、 回归算法、AdaBoost等等；', '福利待遇：', '【1】公司氛围优秀（90后团队，各类活动，不用穿正装！）', '【2】福利超赞（五险一金，餐费补贴，等等各种福利）', '【3】交通便利（万博地铁口，步行15分钟即到）', '【4】周末双休，节假日按法定放假', '\r\n                ', '\r\n                                        ', '职能类别：', '算法工程师', '深度学习工程师', '\r\n                                        ', '关键字：', '算法工程师', '用户数据', '挖掘工程师', '五险一金', '周末双休', '\r\n                    ', '\r\n        ', '微信分享', '\r\n        ', '\r\n        ', '\r\n    ']"
https://jobs.51job.com/shenzhen-ftq/117337484.html?s=01&t=0,数据挖掘分析师,深圳前海汇智星科技有限公司,1.5-2万/月,深圳-福田区,无工作经验,大专,民营公司,计算机软件,"['\r\n        ', '非洲智人的“失意者们”20万年前经过苏伊士和亚丁湾走出非洲，直到遍布全球；', '为什么要向东迁徙呢？因为东边是太阳升起的地方，对于原始人来说，太阳几乎是全部的信仰和希望；', '欧洲大陆的“失意者”渡过英吉利海峡来到对面海岛，建立英国；', '以英国人为首的“失意者”远渡重洋来到北美大陆，建立美利坚；', '80年前，大陆的失意者奔赴香港，成就了东方明珠；', '40年前，内地的“失意者”来到这片小渔村，在一片荒芜中，历尽坎坷，最终，完成了原始积累。', '镜头拉近，2019年的某天傍晚，你疲惫地从公交地铁下车，穿过万家灯火中，走进城中村的一家小餐馆，边吃饭边望着巷子里同样是披星戴月归家去的年轻人，他们与我们一样，是背井离乡的失意者。', '你，少了些许焦虑...', '没错，现代世界的价值，大部分是由失意者创造的，因为，也只唯有他们，才能经受如此艰难，成就此番事业，所经历的，任由旁人评说', '当经历不被别人所理解的坎坷，体验到了别人所体验不到的之后，坦然一笑，可能，这就是我们来深圳的意义吧！', '招聘需求：', '寻找下一任', '前任，晋升了，职位空出来了...', '工作内容：', '负责产品运营活动、优惠券、商城、增长、推荐等场景的算法策略研究；', '和产品、运营、工程团队配合,进行强数据驱动、算法驱动策略研发，以高效达成业务目标；', '应用数据挖掘、统计分析、机器学习、深度学习等相关技术，驱动业务核心指标增长。', '熟悉数据挖掘、机器学习、推荐系统相关技术，对业界前沿技术持续关注；', '熟悉一种以上海量数据处理模型和框架，具备数据处理和加工能力；', '良好的数据科学思维，重数据驱动；', '熟悉常用数据处理工具，熟悉Scala/Python/SQL/Spark/Hadoop等尤先考虑；', '具备较强学习能力，有较强的团队合作精神和责任心。', '基本薪资待遇：', '15000元底薪；', '试用期一个月，底薪13000元！', '缴五险一金，并且完全按国家规定缴纳；', '一年有多少个月?我们财务说：15个月；', '也许大家会有疑问，为什么我们的岗位薪资会比同行的平均水平要高呢？', '①机会成本：为了省钱而浪费掉的招聘成本(时间和薪资)，要大于用一个非常具有优势的薪资而吸引到有能力的人来加盟所花费的成本。', '②我们深知一个道理：放开格局，给1位团队伙伴1.5倍的薪资待遇，他会为企业产生2位团队伙伴所产生的价值；有了良好的激励措施，伙伴越做越有斗志，公司当然也会直接受益，公司受益再会影响到团队伙伴：闭环！', '③与其招一个无用之人，还不无不养ta，把报酬回报给真正有能力的伙伴。', '④所以，我们会精挑细选，您会理解我们的。', '节日礼金、生日津贴、高温补贴、团建费用、下午茶等等，不会保证有；', '底薪，可以保证！', '工作时间：', '9:00-12:00，13:45-6:00，上班时间内，工作密度较大；', '但保证，在下班后，绝不安排工作！那是属于你的。', '大小周！', '还有几点我们要说几声对不起：', '①我们对新员工不用期权激励；因为大多数期权激励，都是希望能弥补你看到基本工资后的脚软。', '②我们不会给你那种“为所欲为的全方位成长机会”，因为那样的话，你最后还是有很大可能成为外卖超人。', '③我们不需要你抗压能力强；“抗压能力强的”潜台词是“你要必须自愿加班”。', '④我们的工作不是“弹性工作时间”；说弹性工作时间的，一般都是“上班不弹，下班弹，而且只往后半夜弹”。', '本公司主营业务：', '技术方案咨询', '专利挖掘与专利池构建', '知识产权整体解决方案', '政府活动与项目申报', '项目资源对接(FA)', '创业全周期辅导', '外部种子期项目孵化', '\r\n                ', '\r\n                                        ', '职能类别：', '数据库工程师/管理员', '算法工程师', '\r\n                                ', '\r\n        ', '微信分享', '\r\n        ', '\r\n        ', '\r\n    ']"
https://jobs.51job.com/foshan-sdq/105606160.html?s=01&t=0,数据分析师（数据挖掘）,广东体必康生物科技有限公司,0.8-1.2万/月,佛山-顺德区,无工作经验,本科,民营公司,制药/生物工程,"['\r\n        ', '岗位职责：', '1. 有大数据分析相关经验，参与科研服务项目相关数据分析、挖掘建模等工作；', '2. 对数据理解较好，有一定的算法基础，参与优化或更新算法和分析方法；', '3. 负责业务相关的需求分析、商业模式分析及挖掘等工作，并跟踪分析客户行为数据，为业务部门提供支持和建议；', '4. 根据业务需求，建立业务相关数据库，并测试相关的数据模型，实现从数据中提取决策价值，为业务部门提供支持和建议；', '岗位要求：', '1、数理统计、应用数学、计算机、生物信息学等相关专业，硕士以上学历或本科学历但具有一年以上数据分析工作相关经验；', '2、熟悉数据分析常规流程及可视化方法，具备机器学习方面知识能力优先。', '3、熟悉C/R/Python/Java等计算机语言中任意一种；能独立编程进行数据分析和处理；', '4、有生物芯片（DNA、蛋白质等）数据分析工作经验者优先；', '5、具有良好的中英文阅读与写作能力优先；', '                                        ', '6、工作积级主动，责任心强，逻辑思维能力强，耐心仔细，善于独立思考，具有团队精神。', '该职位入职广州博��生物科技有限公司', '办公地址：佛山市顺德区乐从镇佛山新城', '\r\n                ', '\r\n                                        ', '职能类别：', '数据库工程师/管理员', '市场分析/调研人员', '\r\n                                        ', '关键字：', '数据分析', '生物芯片', '编程', 'C语言', 'R', 'Java', 'Python', '挖掘j建模', '商业模式分析', '数据库', '\r\n                    ', '\r\n        ', '微信分享', '\r\n        ', '\r\n        ', '\r\n    ']"
https://jobs.51job.com/guangzhou-yxq/111979017.html?s=01&t=0,呼叫中心客服-数据挖掘渠道 ID-40282,英域成语言培训（上海）有限公司（EF 英孚教育）,3-5千/月,广州-越秀区,无工作经验,大专,外资（欧美）,教育/培训/院校,"['\r\n        ', '工作职责', ':', '-', '根据市场活动中留下个人信息的客户名单，致电客户核实个人信息', '-', '通过电话挖掘意向客户', '\xa0', '工作要求：', '-', '普通话流利，声音具有亲和力', '-', '欢迎条件优秀的应届毕业生', '-', '具有基本的电脑知识，能够使用', 'Excel', '等办公软件', '-', '乐于沟通，善于交流，性格开朗', '-', '能够承受一定的工作压力', '-', '对待工作有责任心，具有快速学习能力', '\xa0', '工作条件', '&', '福利待遇：', '-', '广州市规定的社保及公积金（五险一金）', '-100%', '报销的商业医疗报销', '-', '做', '5', '休', '2', '，早', '10', '晚', '7', '-', '完善的假期组合（法定假期、带薪年假：', '10-20', '天）', '-', '专业的带薪培训、良好的晋升发展', '-', '免费的英语培训', '\r\n                ', '\r\n                                        ', '职能类别：', '客服专员/助理', '\r\n                                ', '\r\n        ', '微信分享', '\r\n        ', '\r\n        ', '\r\n    ']"
https://jobs.51job.com/hefei/114951274.html?s=01&t=0,数据挖掘工程师,亚信科技OBC,1-1.5万/月,合肥,无工作经验,招1人,民营公司,计算机软件,"['\r\n        ', '岗位职责：', '1、为运营商提供深入的业务分析服务，根据业务需求进行数据统计、分析，撰写分析报告。', '2、负责电信行业数据分析和数据挖掘工作，包括数据模型的需求分析、模型开发和结果分析。', '3、负责电信行业咨询和系统实施类项目的数据需求调研、数据分析、商业分析和数据挖掘模型等相关项目的实施过程。', '4、负责相关项目的售前支持，发现客户在数据分析/挖掘相关项目上的需求和潜在项目机会。', '任职资格：', '1、熟悉Mysql/DB2等常用数据库，熟练使用SQL。', '2、掌握数据分析基本理论方法，熟悉数据挖掘常用算法，能够熟练使用Python/R语言者优先。', '3、有电信运营商、互联网行业数据分析/挖掘建模经验者优先。', '4、对用户行为研究有深入了解，咨询行业背景优先。', '5、\xa0具备良好的客户需求理解能力、良好的沟通和表达能力。', '6、\xa0工作态度积极主动，具备一定的抗压能力。', '7、\xa0具有良好的团队合作意识、团队协作能力。', '\r\n                ', '\r\n                                        ', '职能类别：', '大数据开发/分析', '算法工程师', '\r\n                                ', '\r\n        ', '微信分享', '\r\n        ', '\r\n        ', '\r\n    ']"
https://jobs.51job.com/beijing-dcq/115582248.html?s=01&t=0,数据挖掘工程师,亚信科技（中国）有限公司,1.2-1.8万/月,北京-东城区,2年经验,本科,上市公司,计算机软件,"['\r\n        ', '【工作职责】', '1、负责数据，包括大数据的分析、挖掘建模与应用支撑；', '2、同时负责多项目的数据分析支撑，包括电信运营商及其他行业，与运营咨询顾问一起，确保项目的顺利实施；', '3、保持与客户及合作团队的良好沟通，负责数据建模的业务解释。', '【岗位要求】', '1、熟悉数据库、大数据，具有丰富的数据挖掘知识和经验；', '2、具有通信、金融或互联网等行业工作经验者优先，具有咨询公司工作经验者优先；', '3、有良好的系统化、结构化思维能力，对数据敏感，善于从数据中发现问题；', '4、良好的沟通、表达能力，熟悉咨询服务项目的运作模式和运作流程；', '5、良好的团队协作意识与能力；', '6、富有敬业精神，强烈的责任心和进取心；', '7、工作态度积极主动，敢于担当，能适应工作压力。', '\r\n                ', '\r\n                                        ', '职能类别：', '数据库工程师/管理员', '\r\n                                ', '\r\n        ', '微信分享', '\r\n        ', '\r\n        ', '\r\n    ']"
https://jobs.51job.com/chengdu-gxq/117411585.html?s=01&t=0,高级数据挖掘工程师,亚信科技CMC,1.2-2万/月,成都-高新区,3-4年经验,本科,合资,计算机软件,"['\r\n        ', '1、 负责分析挖掘电信运营商行业对大数据产品的需求（应用场景），利用数据分析结论提升客户业务能力。例如：用户画像，个性化推荐，商机挖掘、流失预警、资费匹配、价值识别模型等；', '2、 进行大数据场景下的数据统计、数据挖掘、机器学习，包括数据整理、模型建立、模型应用、评估优化等；', '3、 将客户需求准确转化为可执行的数学模型，针对不同的应用场景，负责编写数据挖掘算法及对其的优化；', '4、 基于需求分析/运营支持/商业报告等成果，抽取典型用户/客户/行业/产品分析模型并与开发团队沟通实施方案及构建产品原型；', '岗位要求：', '1、 base地为成都，能接受一定程度出差。', '2、 拥有统计学专业知识，有2年及以上数据产品建模及分析工作经验(包括但不限于电信/社交/电商/金融等领域)；', '3、 熟练使用的SPSS、R或者SAS的挖掘分析软件，熟练使用Python等脚本语言；', '4、 熟悉常用机器学习和数据挖掘算法，包括但不限于决策树，线性回归，支持向量机，神经网络等；', '5、 对于Spark/Hadoop/HBase/Hive等大数据处理平台具备一定了解，有系统实际操作经验者优先；', '6、 责任心强、具备优秀的学习能力，能独立分析和解决问题，具有较强的沟通技巧和团队协作能力；', '联系方式：发送简历到wangzheng@asiainfo.com', '\r\n                ', '\r\n                                        ', '职能类别：', '高级软件工程师', '算法工程师', '\r\n                                        ', '关键字：', '需求梳理', '数据挖掘', '数据分析', 'SAS', 'python', '\r\n                    ', '\r\n        ', '微信分享', '\r\n        ', '\r\n        ', '\r\n    ']"
https://jobs.51job.com/shanghai-pdxq/118699336.html?s=01&t=0,数据挖掘工程师（GG） (职位编号：zenmen002081),上海连尚网络科技有限公司,2-2.5万/月,上海-浦东新区,无工作经验,招若干人,民营公司,互联网/电子商务,"['\r\n        岗位职责:', '职位描述：', '1. 对广告数据进行分析和加工，如标签、特征；', '2. 构建模型能力如lookalike、人群包等。', '职位要求：', '1.\t熟练掌握spark/hive/python；', '2.\t熟练掌握sklearn、pandas等；', '3.\t熟悉ETL优先。', '\r\n                ', '\r\n                                        ', '职能类别：', '算法工程师', '\r\n                                ', '\r\n        ', '微信分享', '\r\n        ', '\r\n        ', '\r\n    ']"
https://jobs.51job.com/chengdu-gxq/118682757.html?s=01&t=0,数据挖掘工程师,四川科库科技有限公司,0.6-1.2万/月,成都-高新区,无工作经验,招1人,民营公司,计算机软件,"['\r\n        ', '1 通过erp产生的农药订单数据，深度挖掘用户行为，简历信用模型', '2 通过以后erp产生的农药销售数据，深度挖掘具有商业价值的数据，建立模型，形成数据报表', '3通过区域部分用户售卖农药的销售量  推算整个区域农药销售量，建立线上算法模型（不能是简单的数据比例扩大、产生的用户数据不符合正态分布等）要求数据可视化（动态数据）', '4通过区域部分用户售卖农药的销售数据推算出该地区某一种农作物上使用农药的量（如：该地区总共销售A农药X公斤，最后用到水稻多少公斤，玉米上各是多少公斤; ）建立算法模型，动态可视化', '任职要求：', '1、本科及以上学历，有数据挖掘工作经验优先；', '2、有农业相关工作经验优先；', '\r\n                ', '\r\n                                        ', '职能类别：', '数据库工程师/管理员', '\r\n                                ', '\r\n        ', '微信分享', '\r\n        ', '\r\n        ', '\r\n    ']"
https://jobs.51job.com/shenzhen-nsq/118244527.html?s=01&t=0,数据挖掘实习生,深圳市圣荟贸易有限公司,6-8千/月,深圳-南山区,无工作经验,大专,民营公司,计算机软件,"['\r\n        ', '任职要求：', '\u3000\u30001、大学专科及以上学历，专业不限(应、往届生均可)；', '\u3000\u30002、热爱IT互联网测试工作；', '\u3000\u30003、工作积极，热情，沟通能力强，有团队合作精神；', '4、有志于从事软件行业；', '福利待遇：', '\u3000\u30001、公司提供丰厚的薪资待遇，五险一金，年底1-2月奖金，并每年两次调薪', '\u3000\u30002、享有国家规定的法定假期、带薪年休假等福利待遇', '\u3000\u30003、公司提供定期体检，节日旅游等活动', '3、五天工作制，早9点-晚18:00，周末双休', '年龄在20 - 30岁之间，男女不限，不符者请勿投！', '\r\n                ', '\r\n                                        ', '职能类别：', '大数据开发/分析', '\r\n                                        ', '关键字：', '数据分析', '\r\n                    ', '\r\n        ', '微信分享', '\r\n        ', '\r\n        ', '\r\n    ']"
https://jobs.51job.com/guangzhou/116648529.html?s=01&t=0,数据挖掘分析工程师,深圳索信达数据技术有限公司,1.5-2.5万/月,广州,3-4年经验,本科,外资（非欧美）,互联网/电子商务,"['\r\n        ', '职责描述：', '1、负责数据挖掘模型的开发，包括需求分析、模型设计、算法测试和优化；', '2、负责金融零售或风控特定业务方向的数据专题分析 ；', '任职要求：', '1、计算机、数学、统计等专业，本科以上学历，研究生以上学历优先；', '2、具有3年以上数据挖掘工作经验，有深度学习、反欺诈、推荐引擎等领域项目经验优先；', '3、熟悉数据挖掘建模过程及主流算法；\xa0', '4、熟练使用数据库，并至少熟练掌握一种语言，如SAS、Python、R、Java等；', '5、具有独立分析和解决实际业务问题的能力；对新知识、新技术充满求知欲，逻辑严谨、思维活跃、语言表达顺畅。', '\r\n                ', '\r\n                                        ', '职能类别：', '机器学习工程师', '\r\n                                ', '\r\n        ', '微信分享', '\r\n        ', '\r\n        ', '\r\n    ']"
https://jobs.51job.com/shenzhen-nsq/116552885.html?s=01&t=0,数据挖掘和分析工程师,深圳乐播科技有限公司,2-3.5万/月,深圳-南山区,5-7年经验,本科,民营公司,互联网/电子商务,"['\r\n        ', '职责描述：', '1、熟知互联网公司业务数据和业务变化，构建业务数据模型；', '2、维护业务数据模型，验证数据质量，保障数据完整和可靠；', '3、进行海量数据研发和分析，支持业务优化、监控和考核；', '4、不断学习数据技术，使用新技术高效完成任务；', '任职要求：', '1、国内外高校计算机、数学类相关专业，本科以上学历；', '2、2年以上大规模数据研发、挖掘、分析相关工作经验；', '3、熟悉MySQL、Oracle、SQLServer或至少其中之一，熟悉SQL语言；', '4、具有Hadoop、Hive、HBase、Spark、Storm等开源工具的使用经验，并能结合不同的业务场景使用；', '5、具有Python、Shell开发经验；', '7、熟知数理统计、数据分析及挖掘，熟知常用算法，有运用机器学习算法建模的理论基础或实际经验者优先； 应用大数据平台完成项目或任务；', '6、有千万级日活用户的项目工作经验者优先；', '\r\n                ', '\r\n                                        ', '职能类别：', '大数据开发/分析', '\r\n                                        ', '关键字：', '大规模数据', '千万级日活', '数据研发', '\r\n                    ', '\r\n        ', '微信分享', '\r\n        ', '\r\n        ', '\r\n    ']"
https://jobs.51job.com/shenzhen-nsq/116543014.html?s=01&t=0,DSQ-大数据挖掘与分析工程师,顺丰科技有限公司,1.8-3.5万/月,深圳-南山区,5-7年经验,本科,民营公司,计算机软件,"['\r\n        ', '1、负责公司数据中台项目建设及开发；', '2、负责基于大数据的数据仓库底盘建设、方案输出、开发、迭代优化完善；', '3、负责挖掘用户需求及引导用户分析思路，建立数据模型，支持数据分析和挖掘，用数据推动业务发展。', '任职要求：', '1、计算机或相关专业，全日制本科及以上学历，5年以上大数据仓库开发经验；', '2、熟练掌握企业级数据仓库体系架构，数据仓库模型、分层体系构建、元数据管理、数据质量监控等，具备扎实数据仓库建模理论知识；', '3、精通SQL语言，如HiveSQL、SprakSQL、SQL等(HiveSQL为必须项)，且有丰富的HiveSQL性能调优经验；', '4、熟悉Hadoop/Hive/Spark/Tez/ElasticSearch/Kafka/HBase等大数据相关技术；', '5、熟练掌握Oracle、MySQL等至少一种主流数据库的使用；', '6、熟悉Linux操作系统，可以进行基本的命令行编写操作；', '7、具备良好的代码编写能力，有大型数据仓库项目及数据分析项目经验优先。', '\r\n                ', '\r\n                                        ', '职能类别：', '数据库工程师/管理员', '\r\n                                ', '\r\n        ', '微信分享', '\r\n        ', '\r\n        ', '\r\n    ']"
https://jobs.51job.com/shanghai-ypq/115511624.html?s=01&t=0,数据挖掘工程师,上海乐配信息科技有限公司,1-2万/月,上海-杨浦区,3-4年经验,本科,民营公司,多元化业务集团公司,"['\r\n        ', '岗位职责：', '1、针对具体的业务场景需求、定义数据分析及挖掘问题；', '2、使用统计学分析方法、挖掘算法、构建有效且通用的数据分析模型，对数据挖掘方案进行验证、开发、改进和优化，实现数据挖掘的功能应用；', '3、搭建高扩展高性能的数据分析模型库，作为数据分析团队的基础工具；', '4、完成领导安排的其他工作。', '任职要求：', '1、计算机、统计学、数学相关专业，本科及以上学历；', '2、3年及以上相关工作经验，985和211大学的优秀毕业生可放宽至2年以上；', '3、熟悉PHM的应用背景、功能定义、系统架构、关键技术；', '4、熟练掌握Python进行数据挖掘；会使用Java进行软件开发者优先考虑；', '5、熟悉常用数据挖掘算法（如分类、聚类、回归、关联规则、神经网络等）及其原理，并具备相关项目经验；', '6、熟悉数据仓库，熟练使用SQL语言，有良好的数据库编程经验；', '7、具备较强的独立解决问题的能力，勤奋敬业、主动性和责任心强。', '\r\n                ', '\r\n                                        ', '职能类别：', '大数据开发/分析', '数据库工程师/管理员', '\r\n                                        ', '关键字：', 'Python', '数据挖掘', '\r\n                    ', '\r\n        ', '微信分享', '\r\n        ', '\r\n        ', '\r\n    ']"
